Year,Item.Group,Product.Classification,customer_category,Actual Margin
2020,Const Supplies CS/SD,HANBOX,Best,17.376161616161614
2020,Const Supplies CS/SD,HANBOX,Better,22.33812017237655
2020,Const Supplies CS/SD,HANBOX,Good,23.18528764858583
2020,Const Supplies CS/SD,HANBUL,Best,18.633133937648193
2020,Const Supplies CS/SD,HANBUL,Better,26.633649537161578
2020,Const Supplies CS/SD,HANBUL,Good,18.556586969093583
2020,Const Supplies CS/SD,HANCAL,Better,18.99985920245173
2020,Const Supplies CS/SD,HANCCT,Best,32.58319778011674
2020,Const Supplies CS/SD,HANCCT,Better,31.295041021527847
2020,Const Supplies CS/SD,HANCCT,Good,27.17782288143683
2020,Const Supplies CS/SD,HANCEM,Best,52.92400255804544
2020,Const Supplies CS/SD,HANCEM,Good,-13.577756684068987
2020,Const Supplies CS/SD,HANCHI,Best,23.963449915806827
2020,Const Supplies CS/SD,HANCHI,Better,25.393000247977984
2020,Const Supplies CS/SD,HANCHI,Good,27.08659480119345
2020,Const Supplies CS/SD,HANCLM,Best,22.011446002347572
2020,Const Supplies CS/SD,HANCLM,Better,26.793508965084396
2020,Const Supplies CS/SD,HANCLM,Good,21.490227686369984
2020,Const Supplies CS/SD,HANCOO,Best,25.09047044632086
2020,Const Supplies CS/SD,HANCOO,Better,19.929334486913422
2020,Const Supplies CS/SD,HANCOO,Good,24.62889759536299
2020,Const Supplies CS/SD,HANDIA,Best,21.859039836567923
2020,Const Supplies CS/SD,HANDIA,Better,18.239491408607055
2020,Const Supplies CS/SD,HANDIA,Good,13.329660096056163
2020,Const Supplies CS/SD,HANEXT,Best,21.200598089396664
2020,Const Supplies CS/SD,HANEXT,Better,17.945958820455935
2020,Const Supplies CS/SD,HANEXT,Good,24.38397479109602
2020,Const Supplies CS/SD,HANFLA,Best,26.60614359359956
2020,Const Supplies CS/SD,HANFLA,Better,25.433475275948823
2020,Const Supplies CS/SD,HANFLA,Good,22.94478457793533
2020,Const Supplies CS/SD,HANFUN,Better,27.378511385177532
2020,Const Supplies CS/SD,HANFUN,Good,24.376232643434392
2020,Const Supplies CS/SD,HANGAU,Best,20.262048028587056
2020,Const Supplies CS/SD,HANGAU,Better,19.472964302291555
2020,Const Supplies CS/SD,HANGAU,Good,15.052517626319275
2020,Const Supplies CS/SD,HANGUN,Best,26.134478611701123
2020,Const Supplies CS/SD,HANGUN,Better,26.828658499968782
2020,Const Supplies CS/SD,HANGUN,Good,23.06133894279445
2020,Const Supplies CS/SD,HANHAM,Best,19.71224538592938
2020,Const Supplies CS/SD,HANHAM,Better,24.45096507486905
2020,Const Supplies CS/SD,HANHAM,Good,21.89577047010048
2020,Const Supplies CS/SD,HANHAN,Best,24.108736521052926
2020,Const Supplies CS/SD,HANHAN,Better,34.393135601054624
2020,Const Supplies CS/SD,HANHAN,Good,25.45602827658411
2020,Const Supplies CS/SD,HANHEX,Best,25.641025641025642
2020,Const Supplies CS/SD,HANHEX,Better,22.824748699568598
2020,Const Supplies CS/SD,HANHEX,Good,26.041390355617082
2020,Const Supplies CS/SD,HANKNI,Best,16.763018114995074
2020,Const Supplies CS/SD,HANKNI,Better,24.396102255784516
2020,Const Supplies CS/SD,HANKNI,Good,24.92839397075652
2020,Const Supplies CS/SD,HANLEV,Best,14.90054256508808
2020,Const Supplies CS/SD,HANLEV,Better,23.879999658237587
2020,Const Supplies CS/SD,HANLEV,Good,20.126407597139025
2020,Const Supplies CS/SD,HANLOC,Best,33.37394743917141
2020,Const Supplies CS/SD,HANLOC,Better,24.238466444193804
2020,Const Supplies CS/SD,HANLOC,Good,24.622462708279908
2020,Const Supplies CS/SD,HANMAG,Best,15.975975975975967
2020,Const Supplies CS/SD,HANMAG,Better,21.323022143095585
