,Year,Group,Product_Class,customer_category,Profit_Margin,Product Class,Category,Target Margin,Margin Difference(%)
394,2020,Const Supplies CS/SD,HANWRH,Good,26.13109184629804,HANWRH,Good,32.0,-5.868908153701959
397,2020,Const Supplies CS/SD,HANWRM,Good,24.775479457376363,HANWRM,Good,32.0,-7.224520542623637
400,2020,Const Supplies CS/SD,HANWRP,Good,20.002739726027393,HANWRP,Good,32.0,-11.997260273972607
403,2020,Const Supplies CS/SD,HANWRS,Good,21.325888261773486,HANWRS,Good,32.0,-10.674111738226514
406,2020,Const Supplies CS/SD,HANWRT,Good,18.999606531575846,HANWRT,Good,32.0,-13.000393468424154
409,2020,Const Supplies CS/SD,HWCAHS,Good,28.38836518933983,HWCAHS,Good,32.0,-3.6116348106601706
413,2020,Const Supplies CS/SD,HWCFIT,Good,28.865131578947363,HWCFIT,Good,32.0,-3.134868421052637
414,2020,Const Supplies CS/SD,HWCMIS,Good,23.566513761467885,HWCMIS,Good,32.0,-8.433486238532115
416,2020,Const Supplies CS/SD,HWCREL,Good,20.44112474743695,HWCREL,Good,32.0,-11.558875252563048
419,2020,Const Supplies CS/SD,HWCTIE,Good,26.808344473600485,HWCTIE,Good,32.0,-5.191655526399515
421,2020,Const Supplies CS/SD,HWCTOO,Good,25.50724637681159,HWCTOO,Good,32.0,-6.49275362318841
422,2020,Const Supplies CS/SD,HWCTUB,Good,27.628865979381445,HWCTUB,Good,32.0,-4.371134020618555
425,2020,Const Supplies CS/SD,HWCWAT,Good,23.620000000000005,HWCWAT,Good,32.0,-8.379999999999995
428,2020,Const Supplies CS/SD,HWCWIR,Good,25.03504131598446,HWCWIR,Good,32.0,-6.964958684015539
431,2020,Const Supplies CS/SD,HYDACC,Good,26.338927597243014,HYDACC,Good,38.0,-11.661072402756986
434,2020,Const Supplies CS/SD,HYDCYL,Good,18.678571428571427,HYDCYL,Good,26.0,-7.321428571428573
435,2020,Const Supplies CS/SD,HYDFIT,Good,23.99838988162688,HYDFIT,Good,26.0,-2.0016101183731188
438,2020,Const Supplies CS/SD,HYDHOS,Good,25.000000000000007,HYDHOS,Good,26.0,-0.9999999999999929
440,2020,Const Supplies CS/SD,HYDJAC,Good,16.998721772475495,HYDJAC,Good,26.0,-9.001278227524505
443,2020,Const Supplies CS/SD,HYDMIS,Good,25.000000000000004,HYDMIS,Good,26.0,-0.9999999999999964
446,2020,Const Supplies CS/SD,HYDPUM,Good,16.479044997937713,HYDPUM,Good,26.0,-9.520955002062287
449,2020,Const Supplies CS/SD,HYDSPR,Good,17.46070325637518,HYDSPR,Good,26.0,-8.53929674362482
452,2020,Const Supplies CS/SD,LADMIS,Good,23.22513135630956,LADMIS,Good,26.0,-2.7748686436904393
455,2020,Const Supplies CS/SD,LADROL,Good,33.92754456584244,LADROL,Good,26.0,7.927544565842439
459,2020,Const Supplies CS/SD,LADSTF,Good,20.002296474911013,LADSTF,Good,26.0,-5.997703525088987
461,2020,Const Supplies CS/SD,LADSTO,Good,24.99941575134377,LADSTO,Good,26.0,-1.0005842486562315
462,2020,Const Supplies CS/SD,LIFBIN,Good,43.7663015127804,LIFBIN,Good,26.0,17.7663015127804
465,2020,Const Supplies CS/SD,LIFBLO,Good,21.38671875,LIFBLO,Good,26.0,-4.61328125
468,2020,Const Supplies CS/SD,LIFCHA,Good,27.083333333333336,LIFCHA,Good,26.0,1.0833333333333357
471,2020,Const Supplies CS/SD,LIFCLA,Good,15.671642016038428,LIFCLA,Good,26.0,-10.328357983961572
474,2020,Const Supplies CS/SD,LIFCLI,Good,21.689315913281202,LIFCLI,Good,26.0,-4.310684086718798
477,2020,Const Supplies CS/SD,LIFCSL,Good,29.03508535229909,LIFCSL,Good,26.0,3.0350853522990917
480,2020,Const Supplies CS/SD,LIFFIT,Good,29.58204082843856,LIFFIT,Good,26.0,3.5820408284385614
483,2020,Const Supplies CS/SD,LIFHOI,Good,17.999644697104284,LIFHOI,Good,26.0,-8.000355302895716
486,2020,Const Supplies CS/SD,LIFLAT,Good,29.62962962962963,LIFLAT,Good,26.0,3.6296296296296298
489,2020,Const Supplies CS/SD,LIFMIS,Good,29.224173299417416,LIFMIS,Good,26.0,3.2241732994174157
492,2020,Const Supplies CS/SD,LIFNSL,Good,25.40570150412197,LIFNSL,Good,26.0,-0.5942984958780286
495,2020,Const Supplies CS/SD,LIFPRT,Good,24.897406409757856,LIFPRT,Good,38.0,-13.102593590242144
498,2020,Const Supplies CS/SD,LIFPSL,Good,25.02890364784295,LIFPSL,Good,26.0,-0.9710963521570513
501,2020,Const Supplies CS/SD,LIFPUL,Good,18.881811320968744,LIFPUL,Good,26.0,-7.118188679031256
504,2020,Const Supplies CS/SD,LIFROP,Good,33.33333333333333,LIFROP,Good,26.0,7.333333333333329
507,2020,Const Supplies CS/SD,LIFRSL,Good,28.250110381787017,LIFRSL,Good,26.0,2.2501103817870174
510,2020,Const Supplies CS/SD,LIFSHA,Good,18.376023231921515,LIFSHA,Good,26.0,-7.623976768078485
513,2020,Const Supplies CS/SD,LIFSPR,Good,17.376184032476324,LIFSPR,Good,26.0,-8.623815967523676
516,2020,Const Supplies CS/SD,LIFTRO,Good,20.000914850307627,LIFTRO,Good,26.0,-5.999085149692373
519,2020,Const Supplies CS/SD,LIFTUR,Good,24.538825384312176,LIFTUR,Good,26.0,-1.461174615687824
520,2020,Const Supplies CS/SD,LIFWIN,Good,16.99996931228839,LIFWIN,Good,26.0,-9.000030687711611
523,2020,Const Supplies CS/SD,LIFWIR,Good,19.77401129943503,LIFWIR,Good,26.0,-6.225988700564969
526,2020,Const Supplies CS/SD,LIFWSL,Good,22.08588957055214,LIFWSL,Good,26.0,-3.9141104294478595
529,2020,Const Supplies CS/SD,MAIACC,Good,29.87804878048781,MAIACC,Good,38.0,-8.12195121951219
530,2020,Const Supplies CS/SD,MAIBOX,Good,22.457142857142856,MAIBOX,Good,42.0,-19.542857142857144
533,2020,Const Supplies CS/SD,MAIBUC,Good,29.681038522460142,MAIBUC,Good,42.0,-12.318961477539858
536,2020,Const Supplies CS/SD,MAICAN,Good,23.06978735550164,MAICAN,Good,42.0,-18.93021264449836
539,2020,Const Supplies CS/SD,MAIFIL,Good,29.69047619047619,MAIFIL,Good,42.0,-12.30952380952381
542,2020,Const Supplies CS/SD,MAIMIS,Good,23.0565371024735,MAIMIS,Good,42.0,-18.9434628975265
545,2020,Const Supplies CS/SD,MAIPOL,Good,24.724084486890376,MAIPOL,Good,38.0,-13.275915513109624
548,2020,Const Supplies CS/SD,MAIRAG,Good,25.00681756203982,MAIRAG,Good,42.0,-16.99318243796018
551,2020,Const Supplies CS/SD,MAITAP,Good,23.77450980392157,MAITAP,Good,42.0,-18.22549019607843
554,2020,Const Supplies CS/SD,MAITOW,Good,24.70779220779221,MAITOW,Good,42.0,-17.29220779220779
557,2020,Const Supplies CS/SD,MATBAN,Good,27.79648695658723,MATBAN,Good,26.0,1.7964869565872306
560,2020,Const Supplies CS/SD,MATBOX,Good,19.313180169286586,MATBOX,Good,26.0,-6.686819830713414
563,2020,Const Supplies CS/SD,MATCAB,Good,15.48756311148878,MATCAB,Good,26.0,-10.51243688851122
566,2020,Const Supplies CS/SD,MATCAN,Good,17.54037267080746,MATCAN,Good,26.0,-8.45962732919254
569,2020,Const Supplies CS/SD,MATCAR,Good,17.461721674038778,MATCAR,Good,26.0,-8.538278325961222
571,2020,Const Supplies CS/SD,MATCAS,Good,27.539911848351977,MATCAS,Good,26.0,1.5399118483519771
573,2020,Const Supplies CS/SD,MATFUR,Good,13.699982379853257,MATFUR,Good,26.0,-12.300017620146743
574,2020,Const Supplies CS/SD,MATHAN,Good,21.085594989561585,MATHAN,Good,26.0,-4.914405010438415
578,2020,Const Supplies CS/SD,MATMIS,Good,23.980308413786503,MATMIS,Good,26.0,-2.019691586213497
581,2020,Const Supplies CS/SD,MATPAL,Good,22.090503229162152,MATPAL,Good,26.0,-3.9094967708378476
585,2020,Const Supplies CS/SD,MATROL,Good,20.238522238163554,MATROL,Good,26.0,-5.761477761836446
602,2020,Const Supplies CS/SD,POWACC,Good,27.82608695652174,POWACC,Good,38.0,-10.173913043478262
605,2020,Const Supplies CS/SD,POWCHP,Good,20.842677414690662,POWCHP,Good,20.0,0.8426774146906624
608,2020,Const Supplies CS/SD,POWDRE,Good,14.79480386699474,POWDRE,Good,20.0,-5.205196133005259
610,2020,Const Supplies CS/SD,POWEXP,Good,4.997207798282595,POWEXP,Good,20.0,-15.002792201717405
613,2020,Const Supplies CS/SD,POWGRE,Good,15.679731638418076,POWGRE,Good,20.0,-4.320268361581924
616,2020,Const Supplies CS/SD,POWHAE,Good,15.473502577262206,POWHAE,Good,20.0,-4.526497422737794
619,2020,Const Supplies CS/SD,POWMIS,Good,20.00698567935732,POWMIS,Good,20.0,0.006985679357320862
620,2020,Const Supplies CS/SD,POWNIB,Good,16.666666666666664,POWNIB,Good,20.0,-3.3333333333333357
623,2020,Const Supplies CS/SD,POWPAR,Good,32.246840440642224,POWPAR,Good,38.0,-5.753159559357776
626,2020,Const Supplies CS/SD,POWRAT,Good,0.0,POWRAT,Good,20.0,-20.0
628,2020,Const Supplies CS/SD,POWSAE,Good,18.384138055983335,POWSAE,Good,20.0,-1.6158619440166646
631,2020,Const Supplies CS/SD,POWSAW,Good,17.896576839038605,POWSAW,Good,20.0,-2.1034231609613947
633,2020,Const Supplies CS/SD,POWSHR,Good,13.067048414728593,POWSHR,Good,20.0,-6.932951585271407
636,2020,Const Supplies CS/SD,POWVAC,Good,17.971377706668648,POWVAC,Good,20.0,-2.0286222933313525
639,2020,Const Supplies CS/SD,POWWRE,Good,11.44734566833824,POWWRE,Good,20.0,-8.55265433166176
642,2020,Const Supplies CS/SD,POWWRP,Good,10.736842105263158,POWWRP,Good,20.0,-9.263157894736842
646,2020,Const Supplies CS/SD,SAFBOO,Good,39.20933246921581,SAFBOO,Good,38.0,1.2093324692158092
649,2020,Const Supplies CS/SD,SAFCAP,Good,19.860524357236514,SAFCAP,Good,38.0,-18.139475642763486
652,2020,Const Supplies CS/SD,SAFCOV,Good,21.936708860759495,SAFCOV,Good,38.0,-16.063291139240505
655,2020,Const Supplies CS/SD,SAFDRI,Good,22.52572268495835,SAFDRI,Good,38.0,-15.47427731504165
658,2020,Const Supplies CS/SD,SAFETY,Good,23.956470517946546,SAFETY,Good,38.0,-14.043529482053454
661,2020,Const Supplies CS/SD,SAFEXT,Good,22.55256442212964,SAFEXT,Good,38.0,-15.447435577870358
664,2020,Const Supplies CS/SD,SAFFIR,Good,27.309433989814792,SAFFIR,Good,38.0,-10.690566010185208
667,2020,Const Supplies CS/SD,SAFGLA,Good,23.251633986928102,SAFGLA,Good,38.0,-14.748366013071898
670,2020,Const Supplies CS/SD,SAFGLO,Good,23.561251777773716,SAFGLO,Good,38.0,-14.438748222226284
673,2020,Const Supplies CS/SD,SAFGOG,Good,24.363636363636363,SAFGOG,Good,38.0,-13.636363636363637
676,2020,Const Supplies CS/SD,SAFHAR,Good,21.99643493761141,SAFHAR,Good,26.0,-4.003565062388589
679,2020,Const Supplies CS/SD,SAFKNE,Good,20.20506634499396,SAFKNE,Good,38.0,-17.79493365500604
682,2020,Const Supplies CS/SD,SAFLAN,Good,25.29847807271231,SAFLAN,Good,38.0,-12.70152192728769
686,2020,Const Supplies CS/SD,SAFLIF,Good,17.971173921036446,SAFLIF,Good,26.0,-8.028826078963554
689,2020,Const Supplies CS/SD,SAFMIS,Good,33.30097087378641,SAFMIS,Good,38.0,-4.699029126213588
692,2020,Const Supplies CS/SD,SAFNOI,Good,27.272727272727277,SAFNOI,Good,38.0,-10.727272727272723
695,2020,Const Supplies CS/SD,SAFRAI,Good,25.588914549653577,SAFRAI,Good,38.0,-12.411085450346423
696,2020,Const Supplies CS/SD,SAFRES,Good,30.657703817901506,SAFRES,Good,38.0,-7.342296182098494
698,2020,Const Supplies CS/SD,SAFROL,Good,25.891616489115336,SAFROL,Good,38.0,-12.108383510884664
701,2020,Const Supplies CS/SD,SAFSIG,Good,48.93118245390972,SAFSIG,Good,38.0,10.93118245390972
704,2020,Const Supplies CS/SD,SAFTAG,Good,23.9956568946797,SAFTAG,Good,38.0,-14.004343105320299
707,2020,Const Supplies CS/SD,SAFTAP,Good,24.52091097308488,SAFTAP,Good,38.0,-13.47908902691512
710,2020,Const Supplies CS/SD,SAFTAR,Good,25.03566851256256,SAFTAR,Good,38.0,-12.964331487437441
713,2020,Const Supplies CS/SD,SAFVES,Good,24.000173065274446,SAFVES,Good,38.0,-13.999826934725554
714,2020,Const Supplies CS/SD,SAFVIS,Good,30.103092783505144,SAFVIS,Good,38.0,-7.896907216494856
1088,2021,Const Supplies CS/SD,ABRBEL,Good,20.701657343241216,ABRBEL,Good,38.0,-17.298342656758784
1091,2021,Const Supplies CS/SD,ABRBEN,Good,21.26171585232738,ABRBEN,Good,38.0,-16.73828414767262
1095,2021,Const Supplies CS/SD,ABRCON,Good,25.5663430420712,ABRCON,Good,38.0,-12.4336569579288
1097,2021,Const Supplies CS/SD,ABRCUP,Good,28.43373493975904,ABRCUP,Good,38.0,-9.566265060240958
1102,2021,Const Supplies CS/SD,ABRFLD,Good,33.10580204778157,ABRFLD,Good,38.0,-4.894197952218427
1105,2021,Const Supplies CS/SD,ABRFLW,Good,27.558639833449,ABRFLW,Good,38.0,-10.441360166551
1109,2021,Const Supplies CS/SD,ABRHAN,Good,25.675675675675667,ABRHAN,Good,38.0,-12.324324324324333
1112,2021,Const Supplies CS/SD,ABRMAN,Good,26.389646348179188,ABRMAN,Good,38.0,-11.610353651820812
1115,2021,Const Supplies CS/SD,ABRMIS,Good,25.164319248826292,ABRMIS,Good,38.0,-12.835680751173708
1118,2021,Const Supplies CS/SD,ABRPAD,Good,28.3308568598316,ABRPAD,Good,38.0,-9.669143140168401
1121,2021,Const Supplies CS/SD,ABRRFD,Good,41.68915272531031,ABRRFD,Good,38.0,3.689152725310308
1124,2021,Const Supplies CS/SD,ABRROL,Good,21.333333333333336,ABRROL,Good,38.0,-16.666666666666664
1127,2021,Const Supplies CS/SD,ABRSAN,Good,37.68795929903901,ABRSAN,Good,38.0,-0.312040700960992
1128,2021,Const Supplies CS/SD,APPMIS,Good,20.02222222222222,APPMIS,Good,26.0,-5.977777777777781
1129,2021,Const Supplies CS/SD,APPREG,Good,24.94416243654821,APPREG,Good,26.0,-1.0558375634517887
1133,2021,Const Supplies CS/SD,BRUBRO,Good,28.75175315568022,BRUBRO,Good,42.0,-13.24824684431978
1136,2021,Const Supplies CS/SD,BRUHAN,Good,9.037558685446005,BRUHAN,Good,38.0,-28.962441314553995
1139,2021,Const Supplies CS/SD,BRUMIS,Good,19.0049175585768,BRUMIS,Good,42.0,-22.9950824414232
1142,2021,Const Supplies CS/SD,BRUPAI,Good,25.714285714285705,BRUPAI,Good,42.0,-16.285714285714295
1145,2021,Const Supplies CS/SD,BRUTUB,Good,29.787798408488065,BRUTUB,Good,38.0,-8.212201591511935
1148,2021,Const Supplies CS/SD,CHEABS,Good,25.271374267829117,CHEABS,Good,38.0,-12.728625732170883
1151,2021,Const Supplies CS/SD,CHEADH,Good,24.221844934917947,CHEADH,Good,38.0,-13.778155065082053
1154,2021,Const Supplies CS/SD,CHECAU,Good,24.533121356650774,CHECAU,Good,38.0,-13.466878643349226
1157,2021,Const Supplies CS/SD,CHECHA,Good,26.853707414829664,CHECHA,Good,38.0,-11.146292585170336
1160,2021,Const Supplies CS/SD,CHECLE,Good,25.077399380804955,CHECLE,Good,38.0,-12.922600619195045
1163,2021,Const Supplies CS/SD,CHECOO,Good,16.985018872192146,CHECOO,Good,38.0,-21.014981127807854
1166,2021,Const Supplies CS/SD,CHELAY,Good,23.636363636363644,CHELAY,Good,38.0,-14.363636363636356
1169,2021,Const Supplies CS/SD,CHELUB,Good,23.593339653584284,CHELUB,Good,38.0,-14.406660346415716
1172,2021,Const Supplies CS/SD,CHEMET,Good,26.88679245283019,CHEMET,Good,38.0,-11.11320754716981
1175,2021,Const Supplies CS/SD,CHEMIS,Good,24.776785714285708,CHEMIS,Good,38.0,-13.223214285714292
1178,2021,Const Supplies CS/SD,CHEOIL,Good,28.18405785984772,CHEOIL,Good,38.0,-9.81594214015228
1181,2021,Const Supplies CS/SD,CHEPAI,Good,28.783369408369403,CHEPAI,Good,38.0,-9.216630591630597
1184,2021,Const Supplies CS/SD,CHETEF,Good,19.754404698344903,CHETEF,Good,38.0,-18.245595301655097
1189,2021,Const Supplies CS/SD,CUTARB,Good,24.751079957205434,CUTARB,Good,42.0,-17.248920042794566
1192,2021,Const Supplies CS/SD,CUTBAN,Good,19.825803372573976,CUTBAN,Good,42.0,-22.174196627426024
1195,2021,Const Supplies CS/SD,CUTBIT,Good,28.37913669064748,CUTBIT,Good,42.0,-13.620863309352519
1198,2021,Const Supplies CS/SD,CUTBUR,Good,24.900000000000002,CUTBUR,Good,42.0,-17.099999999999998
1201,2021,Const Supplies CS/SD,CUTCHU,Good,24.66608084358524,CUTCHU,Good,42.0,-17.33391915641476
1204,2021,Const Supplies CS/SD,CUTCIR,Good,28.227981540773477,CUTCIR,Good,42.0,-13.772018459226523
1207,2021,Const Supplies CS/SD,CUTCUT,Good,29.26800150477035,CUTCUT,Good,42.0,-12.73199849522965
1210,2021,Const Supplies CS/SD,CUTDIE,Good,29.307742794805293,CUTDIE,Good,42.0,-12.692257205194707
1215,2021,Const Supplies CS/SD,CUTFIL,Good,20.961204400694843,CUTFIL,Good,32.0,-11.038795599305157
1218,2021,Const Supplies CS/SD,CUTHOL,Good,26.47058823529412,CUTHOL,Good,42.0,-15.52941176470588
1221,2021,Const Supplies CS/SD,CUTINS,Good,20.199424629221014,CUTINS,Good,42.0,-21.800575370778986
1224,2021,Const Supplies CS/SD,CUTMIS,Good,26.24434389140272,CUTMIS,Good,42.0,-15.755656108597279
1227,2021,Const Supplies CS/SD,CUTPUN,Good,17.669362752373353,CUTPUN,Good,42.0,-24.330637247626647
1230,2021,Const Supplies CS/SD,CUTREA,Good,23.075565198151303,CUTREA,Good,42.0,-18.924434801848697
1233,2021,Const Supplies CS/SD,CUTTAP,Good,25.71428571428571,CUTTAP,Good,42.0,-16.28571428571429
1236,2021,Const Supplies CS/SD,CUTWHL,Good,39.00889453621348,CUTWHL,Good,42.0,-2.9911054637865178
1240,2021,Const Supplies CS/SD,ELEADP,Good,30.978145247074742,ELEADP,Good,38.0,-7.0218547529252575
1243,2021,Const Supplies CS/SD,ELEBAT,Good,22.166666666666657,ELEBAT,Good,38.0,-15.833333333333343
1246,2021,Const Supplies CS/SD,ELEBUL,Good,16.560509554140125,ELEBUL,Good,38.0,-21.439490445859875
1250,2021,Const Supplies CS/SD,ELEEXT,Good,24.49547668754349,ELEEXT,Good,38.0,-13.50452331245651
1253,2021,Const Supplies CS/SD,ELEGFI,Good,36.81363490590556,ELEGFI,Good,38.0,-1.186365094094441
1256,2021,Const Supplies CS/SD,ELELIG,Good,18.612506914426724,ELELIG,Good,38.0,-19.387493085573276
1259,2021,Const Supplies CS/SD,ELEMIS,Good,0.0,ELEMIS,Good,38.0,-38.0
1262,2021,Const Supplies CS/SD,ELEPAR,Good,29.99859432105707,ELEPAR,Good,38.0,-8.00140567894293
1265,2021,Const Supplies CS/SD,ELEPLG,Good,34.23416451174928,ELEPLG,Good,38.0,-3.7658354882507226
1268,2021,Const Supplies CS/SD,ELETAP,Good,24.852941176470587,ELETAP,Good,42.0,-17.147058823529413
1274,2021,Const Supplies CS/SD,EQUCOM,Good,30.000000000000004,EQUCOM,Good,26.0,4.0000000000000036
1277,2021,Const Supplies CS/SD,EQUFAN,Good,20.00602591141909,EQUFAN,Good,26.0,-5.993974088580909
1282,2021,Const Supplies CS/SD,EQUHEA,Good,16.18461538461539,EQUHEA,Good,26.0,-9.815384615384609
1285,2021,Const Supplies CS/SD,EQUJAC,Good,20.45609756097561,EQUJAC,Good,26.0,-5.543902439024389
1288,2021,Const Supplies CS/SD,EQULIG,Good,35.415494278746955,EQULIG,Good,26.0,9.415494278746955
1294,2021,Const Supplies CS/SD,EQUPIC,Good,16.810126582278482,EQUPIC,Good,26.0,-9.189873417721518
1302,2021,Const Supplies CS/SD,EQUTHR,Good,19.99973381010901,EQUTHR,Good,26.0,-6.00026618989099
1303,2021,Const Supplies CS/SD,EQUVAC,Good,6.606578702843337,EQUVAC,Good,26.0,-19.393421297156664
1306,2021,Const Supplies CS/SD,FASANC,Good,30.09677419354838,FASANC,Good,42.0,-11.90322580645162
1309,2021,Const Supplies CS/SD,FASBOL,Good,28.39363361217815,FASBOL,Good,42.0,-13.60636638782185
1312,2021,Const Supplies CS/SD,FASHIN,Good,19.656488549618324,FASHIN,Good,42.0,-22.343511450381676
1313,2021,Const Supplies CS/SD,FASKEY,Good,35.12903225806452,FASKEY,Good,26.0,9.12903225806452
1316,2021,Const Supplies CS/SD,FASMIS,Good,27.884615384615387,FASMIS,Good,42.0,-14.115384615384613
1317,2021,Const Supplies CS/SD,FASPAR,Good,21.125000000000004,FASPAR,Good,38.0,-16.874999999999996
1320,2021,Const Supplies CS/SD,HANADP,Good,26.05994152046783,HANADP,Good,32.0,-5.940058479532169
1323,2021,Const Supplies CS/SD,HANBAG,Good,18.639987964495266,HANBAG,Good,32.0,-13.360012035504734
1326,2021,Const Supplies CS/SD,HANBAR,Good,22.684370868029664,HANBAR,Good,32.0,-9.315629131970336
1327,2021,Const Supplies CS/SD,HANBCU,Good,12.979334021770446,HANBCU,Good,32.0,-19.02066597822955
1330,2021,Const Supplies CS/SD,HANBIT,Good,26.972118512696234,HANBIT,Good,32.0,-5.027881487303766
1333,2021,Const Supplies CS/SD,HANBOX,Good,23.24382562572518,HANBOX,Good,32.0,-8.75617437427482
1336,2021,Const Supplies CS/SD,HANBUL,Good,20.882892921835346,HANBUL,Good,32.0,-11.117107078164654
1341,2021,Const Supplies CS/SD,HANCCT,Good,23.706165158371043,HANCCT,Good,32.0,-8.293834841628957
1342,2021,Const Supplies CS/SD,HANCEM,Good,49.18504314477469,HANCEM,Good,32.0,17.18504314477469
1345,2021,Const Supplies CS/SD,HANCHI,Good,24.14772727272728,HANCHI,Good,32.0,-7.8522727272727195
1348,2021,Const Supplies CS/SD,HANCLM,Good,17.280671433395533,HANCLM,Good,32.0,-14.719328566604467
1351,2021,Const Supplies CS/SD,HANCOO,Good,21.5576323987539,HANCOO,Good,32.0,-10.4423676012461
1354,2021,Const Supplies CS/SD,HANDIA,Good,25.0,HANDIA,Good,32.0,-7.0
1357,2021,Const Supplies CS/SD,HANEXT,Good,27.056702695117036,HANEXT,Good,32.0,-4.9432973048829645
1360,2021,Const Supplies CS/SD,HANFLA,Good,20.91977869986169,HANFLA,Good,32.0,-11.080221300138309
1362,2021,Const Supplies CS/SD,HANFUN,Good,21.646387832699624,HANFUN,Good,32.0,-10.353612167300376
1365,2021,Const Supplies CS/SD,HANGAU,Good,16.129175401036576,HANGAU,Good,32.0,-15.870824598963424
1368,2021,Const Supplies CS/SD,HANGUN,Good,24.398625429553263,HANGUN,Good,32.0,-7.601374570446737
1371,2021,Const Supplies CS/SD,HANHAM,Good,23.939120131356546,HANHAM,Good,32.0,-8.060879868643454
1374,2021,Const Supplies CS/SD,HANHAN,Good,24.8554239242633,HANHAN,Good,32.0,-7.144576075736701
1377,2021,Const Supplies CS/SD,HANHEX,Good,25.34620183672275,HANHEX,Good,32.0,-6.653798163277251
1380,2021,Const Supplies CS/SD,HANKNI,Good,22.19246997728011,HANKNI,Good,32.0,-9.807530022719892
1383,2021,Const Supplies CS/SD,HANLEV,Good,20.752565564424167,HANLEV,Good,32.0,-11.247434435575833
1386,2021,Const Supplies CS/SD,HANLOC,Good,23.02115637609512,HANLOC,Good,32.0,-8.97884362390488
1389,2021,Const Supplies CS/SD,HANMAG,Good,20.360176156023904,HANMAG,Good,32.0,-11.639823843976096
1392,2021,Const Supplies CS/SD,HANMIC,Good,21.99824715162139,HANMIC,Good,32.0,-10.001752848378612
1395,2021,Const Supplies CS/SD,HANMIS,Good,23.323542596523136,HANMIS,Good,32.0,-8.676457403476864
1398,2021,Const Supplies CS/SD,HANNUT,Good,22.982005141388175,HANNUT,Good,32.0,-9.017994858611825
1400,2021,Const Supplies CS/SD,HANPIC,Good,10.536044362292056,HANPIC,Good,32.0,-21.463955637707944
1403,2021,Const Supplies CS/SD,HANPIN,Good,16.10576923076923,HANPIN,Good,32.0,-15.89423076923077
1406,2021,Const Supplies CS/SD,HANPLI,Good,19.268907273329617,HANPLI,Good,32.0,-12.731092726670383
1409,2021,Const Supplies CS/SD,HANPLU,Good,20.617914768120137,HANPLU,Good,32.0,-11.382085231879863
1412,2021,Const Supplies CS/SD,HANPRT,Good,21.77845452039001,HANPRT,Good,38.0,-16.22154547960999
1415,2021,Const Supplies CS/SD,HANPUM,Good,27.305263157894732,HANPUM,Good,32.0,-4.694736842105268
1418,2021,Const Supplies CS/SD,HANPUN,Good,24.00748285179796,HANPUN,Good,32.0,-7.99251714820204
1421,2021,Const Supplies CS/SD,HANRAT,Good,16.672467803689518,HANRAT,Good,32.0,-15.327532196310482
1424,2021,Const Supplies CS/SD,HANRUL,Good,14.379699248120312,HANRUL,Good,32.0,-17.62030075187969
1425,2021,Const Supplies CS/SD,HANSAW,Good,22.5,HANSAW,Good,32.0,-9.5
1427,2021,Const Supplies CS/SD,HANSCB,Good,7.15746421267893,HANSCB,Good,32.0,-24.84253578732107
1430,2021,Const Supplies CS/SD,HANSCP,Good,29.979035639412995,HANSCP,Good,32.0,-2.020964360587005
1433,2021,Const Supplies CS/SD,HANSCR,Good,21.22342477438564,HANSCR,Good,32.0,-10.776575225614359
1435,2021,Const Supplies CS/SD,HANSHM,Good,20.08073800942325,HANSHM,Good,32.0,-11.91926199057675
1438,2021,Const Supplies CS/SD,HANSHO,Good,20.163967615556032,HANSHO,Good,32.0,-11.836032384443968
1441,2021,Const Supplies CS/SD,HANSNI,Good,23.679577464788725,HANSNI,Good,32.0,-8.320422535211275
1444,2021,Const Supplies CS/SD,HANSOC,Good,20.895668921261844,HANSOC,Good,32.0,-11.104331078738156
1447,2021,Const Supplies CS/SD,HANSOL,Good,15.6397805744894,HANSOL,Good,32.0,-16.3602194255106
1450,2021,Const Supplies CS/SD,HANSPN,Good,20.136054421768705,HANSPN,Good,32.0,-11.863945578231295
1453,2021,Const Supplies CS/SD,HANSQU,Good,18.000000000000007,HANSQU,Good,32.0,-13.999999999999993
1456,2021,Const Supplies CS/SD,HANSTP,Good,30.956060010114065,HANSTP,Good,32.0,-1.043939989885935
1459,2021,Const Supplies CS/SD,HANTAP,Good,25.996932515337416,HANTAP,Good,32.0,-6.0030674846625836
1462,2021,Const Supplies CS/SD,HANTBE,Good,21.936221684298605,HANTBE,Good,32.0,-10.063778315701395
1465,2021,Const Supplies CS/SD,HANTHR,Good,19.249824379783348,HANTHR,Good,32.0,-12.750175620216652
1467,2021,Const Supplies CS/SD,HANTRW,Good,16.638680690185065,HANTRW,Good,32.0,-15.361319309814935
1470,2021,Const Supplies CS/SD,HANTUB,Good,29.45861590181765,HANTUB,Good,32.0,-2.5413840981823483
1473,2021,Const Supplies CS/SD,HANUNI,Good,20.44823906083244,HANUNI,Good,32.0,-11.551760939167561
1476,2021,Const Supplies CS/SD,HANVIS,Good,18.90040400491832,HANVIS,Good,32.0,-13.099595995081678
1479,2021,Const Supplies CS/SD,HANWED,Good,25.044091710758376,HANWED,Good,32.0,-6.9559082892416235
1480,2021,Const Supplies CS/SD,HANWHL,Good,45.45617816091954,HANWHL,Good,32.0,13.456178160919542
1483,2021,Const Supplies CS/SD,HANWRA,Good,20.21929824561403,HANWRA,Good,32.0,-11.78070175438597
